image_path,image_id,category_id,label,class_idx,split
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\7d3be2ae-aebb-4eca-87e4-48ccbf8c3762.jpg,1173816,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\7c06743c-6d75-4e28-88b3-c78faebd86b4.jpg,640593,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\7f08d1d5-1d17-4c7e-b7bf-8c87cc1bbc7d.jpg,2318456,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\8f4c115d-ade2-4d53-a05a-865fad542980.jpg,1238265,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\090a29fb-ebb2-42b3-b8d5-4d3e4f57a2c4.jpg,2518506,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\cc0ee3cc-fcb4-4f7e-b066-1fbe3c89d5fd.jpg,1202511,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\36ba2f92-b500-4c1a-92aa-95b7f2818c42.jpg,1219624,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\c64ae075-dda4-4501-b14c-8e874971db1a.jpg,2524979,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\d62efabf-108a-4b25-9765-54d7d8baea8b.jpg,2048100,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\7412ebc1-140a-45f3-91fa-28fc2e50c606.jpg,2233534,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\409d74ec-6bcb-4870-a7a7-0eb04b81dd65.jpg,2031451,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\727a56a3-8287-414e-b263-35f82722bb83.jpg,1122838,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\91e5194a-8e8b-46ce-9d7e-08dac19b7674.jpg,2331105,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\b6d39102-1642-4c38-a559-8f9e600b1eb7.jpg,2339977,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\917019a8-e457-43df-b4ac-f347df2145eb.jpg,1159826,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\6d625dca-f02c-4bb6-b7ac-03f65039d5b9.jpg,1202288,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\8932f81c-b756-40b3-b8eb-706eaab01a38.jpg,1340539,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\56b82568-b720-4ebe-b2eb-39232cc008f4.jpg,1179917,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\bc275bb3-d93d-4558-ac38-da649a02a9d0.jpg,1139712,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\59b8e69e-b294-4218-ae52-8b07850bafb3.jpg,2228999,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\06b16a7a-fd9c-4b11-9375-9f975fa8ebee.jpg,1183317,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\0681c022-3a7c-4388-92cc-85bec4372c31.jpg,2298611,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\e1c4098f-fb4b-47d3-bf02-0c1bf13ed2cf.jpg,1339028,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\c83b90fe-dfba-49b5-99b0-15500ca15132.jpg,2337009,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\4b6ec8ab-3f1b-4bf5-9b7d-a8ae4d53a96c.jpg,1720443,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\c39d2fdc-ccb8-421c-a1f0-7a9fa250b4cc.jpg,2406215,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\e23b0795-2155-4338-b5d0-f41bf3096b3b.jpg,1193731,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\47d8f7ad-aaee-4a8a-87fa-7af634341daf.jpg,2177797,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\709f8e17-bb20-450e-8a12-f0e6609759fa.jpg,1193732,44,Trichonephila clavata,0,train
data\raw\train_mini\00044_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_clavata\4c3a003b-9d6b-4cea-9c71-0a9742a7d7a5.jpg,1449969,44,Trichonephila clavata,0,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\2fb2c8b5-2f47-4ef8-9dcb-56fde137c201.jpg,2127937,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\f8e6689d-982c-4ab2-b4f3-5bd3493c21f1.jpg,2581559,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\0d5ef3e9-26e5-4d0c-93b0-684cc03b3d9f.jpg,1843284,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\125af2f0-a143-4c4b-8350-0b0cd4e588fb.jpg,10953,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\2dbba44f-dd20-4411-aafd-b73aad92ed7f.jpg,2621246,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\99e569f3-1c2e-4472-b047-5f66bb2ba0e8.jpg,2608683,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\0d0e153d-b4fa-466c-80a5-036538850d30.jpg,351514,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\236da519-233e-4449-8322-13ac8f311465.jpg,1212007,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\d3e512d4-0623-451f-9523-7837bc5b1a18.jpg,1797121,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\e568f5ef-246c-417f-be2e-77043b032542.jpg,2285091,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\66cbc0f5-5f5d-40bd-b0ce-7753ed5deb36.jpg,1701752,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\4db5ca98-f1a0-4258-9e93-3bc5fe720094.jpg,1790706,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\37fd3009-62e4-4b90-bb23-c0705c6383f5.jpg,70980,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\dfc46e26-2814-47c1-9153-026f1d3b70b5.jpg,2104602,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\b2347f78-3ecf-4da1-b09d-4fdff6590336.jpg,2639118,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\7a819409-ec96-4094-a472-53b8b05601a2.jpg,2682956,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\8305a75c-5bb4-4de5-8c40-62efe39a7bcc.jpg,1779655,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\3039c673-212d-48f0-820d-8148ee6eb9f9.jpg,2428483,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\6179c85f-2c67-4a83-b7bc-5c4366ceff49.jpg,2599186,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\f366dcfe-900c-4682-88bd-a8d9235917cc.jpg,1903940,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\3d4115c4-4fdd-453b-81a1-a5d3f3f69979.jpg,1392680,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\0bb42d83-872a-4922-8b86-63a4271d7794.jpg,1744063,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\04431cd0-e953-40f2-8b23-5122c1890e77.jpg,2418114,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\78ec4e02-aa08-4fb1-b05a-0f084095a157.jpg,2490429,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\159a698b-3440-4017-972d-9b96c211c042.jpg,679416,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\77a9f830-35cc-407d-95f9-61eb835e9218.jpg,1734557,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\9bb664be-e3ca-47c5-ac7f-baf03755e567.jpg,279407,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\5e43f76a-efa8-41dd-8419-d3be56e8799a.jpg,2451464,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\e696391a-b13b-4524-9e20-f807b96e6478.jpg,2591755,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\ab96661f-0563-4c3d-9d5f-ed088b52b937.jpg,2651171,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\95fc3d2f-a7af-4431-a9ff-6776880586e0.jpg,514091,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\0ad6d226-f2fd-4ca3-bf62-dfa5a819a4c3.jpg,2456328,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\9070c4c2-4e64-43de-be70-098bc7faa357.jpg,1315230,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\47be42e5-102e-4565-bf67-239627f6dab2.jpg,1296046,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\462bbcca-4a65-4d9f-a3c1-dfffc0c3c23e.jpg,2164721,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\78e2ffe1-0986-4395-b00d-06058248c03f.jpg,1453098,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\cb81ca70-f36f-4c98-98c5-a16bd68bd05d.jpg,2661224,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\f9ed5594-ad75-4bfa-b7ed-ea7139ff220a.jpg,2410272,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\03b40978-ba9b-42e7-a265-c97acfa2141c.jpg,2618017,46,Trichonephila edulis,1,train
data\raw\train_mini\00046_Animalia_Arthropoda_Arachnida_Araneae_Araneidae_Trichonephila_edulis\f981ddce-f8b2-47da-b9d2-f21f8318c1f8.jpg,1744994,46,Trichonephila edulis,1,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\c23a62ac-3f6e-4ccc-a09a-45c152fb03aa.jpg,2669654,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\7704bb10-051f-4cdf-a757-c9391b90a205.jpg,268847,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\ad957f9d-d3c2-489a-aed7-3a29d7407a06.jpg,1262608,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\edb7266f-4145-48ee-993c-a2df99b64424.jpg,1079925,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\f514ef5d-6c9d-4852-b349-e3a85e02661f.jpg,1733115,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\67c86528-d72e-4365-8e3c-8c31cc9457fe.jpg,2461537,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\48f7c424-f560-466a-b1b6-9cb6969ab6ea.jpg,2302525,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\92e52b3a-acf9-4634-bd3d-edb176057183.jpg,733509,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\8a5d8e5d-2cdf-4503-8001-ebc1d17dc4d0.jpg,1535925,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\b1ecdd50-b387-45f9-be38-13995d607209.jpg,190550,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\0d25d1f3-3783-4c63-b581-d351cc74629a.jpg,60547,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\51c934fd-d911-4cba-b9da-2975368b59e2.jpg,2146553,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\a2029f9c-1bc3-40ea-a01e-fff28cb190b9.jpg,1223479,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\ab41f507-f1f4-4b65-beda-50a9c491a4a1.jpg,1627836,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\e15711e3-799b-4569-8c19-b1f2e9ac4374.jpg,68523,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\c4ee5716-9956-48f4-a763-4b511c497a9b.jpg,138257,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\472caf4c-acc0-4d47-b27f-68002461e416.jpg,2230609,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\90eb4db4-3356-4c57-b1a3-81b08a1f9f6c.jpg,1390446,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\72844a85-56a5-43ab-b8bb-23dc2b200d30.jpg,130583,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\02778fa5-8e36-40f9-98d0-11ef7abc17ba.jpg,1357925,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\571fce75-c243-4f40-acb9-23cfae61667f.jpg,486387,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\fab324b4-476e-4893-8f46-aade49054e32.jpg,1658056,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\9207b0d1-f96a-4662-8495-9b17eab4ed30.jpg,1314376,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\14e44192-219d-419e-a56b-aa247acff919.jpg,631978,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\8c60d18b-1d90-42e3-ae4f-401def2d2fe5.jpg,1024340,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\fc0f9e3f-8318-437c-a4d9-30bd1e2cd001.jpg,1983509,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\49d7f0cd-4731-45b7-ae67-88352f69f001.jpg,61407,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\18a08291-fc75-46a6-9f92-f78ee9a7b8ca.jpg,1095625,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\f1bdab90-eae5-4fad-8281-ff427429c62b.jpg,1483672,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\3579331f-419d-4633-8bc8-c6eb0510a93d.jpg,914143,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\32a0ce9c-658a-45b6-a58d-0fbb69bac1ba.jpg,1448979,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\7a39d909-2496-47ec-a752-cb8605210f9d.jpg,1703683,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\d5fbcb83-61c5-4eab-986b-19e5f0ef1299.jpg,1299140,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\c1706ee6-6ba6-42ee-a360-9504cc52c747.jpg,107138,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\ca3ed4fb-29af-4ff7-825b-f1f4baa59d90.jpg,1792962,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\e909ab50-7965-4a15-bbe6-676a390be576.jpg,814291,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\f58ba0f8-995e-4f91-9726-4856418b911f.jpg,161800,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\d7bb72b0-99d0-4334-b54b-699e95fe8eb1.jpg,2658902,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\2a1f58fb-ae46-4169-a670-6ede3889155a.jpg,1480508,53,Badumna longinqua,2,train
data\raw\train_mini\00053_Animalia_Arthropoda_Arachnida_Araneae_Desidae_Badumna_longinqua\1b1bec6c-1e93-416e-9d54-2df741a0fa96.jpg,1315221,53,Badumna longinqua,2,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\d2b2811f-7305-49d0-878d-e1408ad5fa35.jpg,40209,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\05c15921-a7dd-4b62-8f65-fc2ea44f5c77.jpg,471114,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\6d7529a4-2a59-4a70-8376-df9b791bffd2.jpg,1208675,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\fd4ce8ba-323c-4d78-9647-b946eb5f22c9.jpg,1748674,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\4c776fd2-d877-48ec-97a9-2e2c4a5afff3.jpg,1879377,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\e82498d5-2a62-409a-8480-b953b35aa5c3.jpg,1876655,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\a815c535-f769-4050-9f99-94c2f457ef52.jpg,807361,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\14f34a47-bed4-49ee-b2b8-5cd9df743e39.jpg,620426,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\5e440836-b247-4862-9c97-a536a7ef4d33.jpg,1204318,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\6618b598-863f-4de6-8643-fb571ab9bbdd.jpg,250119,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\faf60df6-791e-46f2-885e-edcd1e60aab3.jpg,325418,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\0aa04d47-0291-47d9-82c4-829fca50134d.jpg,743142,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\6f1e1787-c004-4b4a-b651-24b98608f54a.jpg,1573088,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\3081a002-387d-448d-93b0-ef9ee6db4cb7.jpg,1065987,70,Dolomedes triton,3,train
data\raw\train_mini\00070_Animalia_Arthropoda_Arachnida_Araneae_Pisauridae_Dolomedes_triton\4b8f9ff0-5f38-4a7c-a987-09783d6f2020.jpg,2048973,70,Dolomedes triton,3,train
